Obverse,Reverse,tag
-ette[名词后缀],"1、表示小
roomette          小房间
kitchenette        小厨房
tankette          小坦克
millionette        小百万富翁
novelette         中篇小说（比novel短）
statuette          小雕像
balconette        小阳台
essayette         短文
historiette         小史
storiette           小故事
parasolette        小阳伞
cigarette           烟卷（比cigar小）
pianette           小竖式钢琴
wagonette         轻便游览车
2、表示女性
sailorette          女水手
typette            女打字员
usherette         女引座员
farmerette        农妇
undergraduette    女大学生
majorette         军乐队女队长
3、在商业上表示“仿造物”、“代用品”
leatherette         人造革
rosette            玫瑰花形物
linenette           充亚麻织物
flannelette         棉法兰绒
4、其他
serviette           餐巾
launderette         自动洗衣店
",suffix
-ety[名词后缀],"构成抽象名词，表示性质、状态、情况
gayety            快乐
vanety            变化
anxiety           悬念
notoriety          臭名昭著
satiety           饱足，厌腻
propriety         适当，适合
",suffix
-eur[名词后缀],"来自法语，表示人
amateur          业余爱好者
petroleur         用石油放火者
saboteur         怠工者
connoisseur      鉴赏家
restauranteur     饭店老板
litterateur        文人，文学家
farceur          滑稽演员
claqueur         喝采者
voyageur         旅行者
",suffix
-faction[名词后缀],"构成抽象名词，表示情况、状态、行为或行为的结果，与动词后缀-fy相对应
satisfaction       满足
rarefaction       稀少，稀薄
calefaction       发暖作用
putrefaction      腐烂作用
liquefaction       液化（作用）
stupefaction      麻木状态
vitrifaction        成玻璃状
tepefaction       微温，湿热
",suffix
-fic[形容词后缀],"表示“致...的”、“令...的”、“产生...的”、或表示具有某种性质的（亦作-ific）
colorific           产生颜色的
honrific           尊敬的
scientific          科学的
pacific            和平的
specific           特殊的，专门的
somnific          催眠的
terrific            令人害怕的
horrific           可怕的
acidific           化为酸性的
calorific           生热的
malefic           邪恶的，有害的
",suffix
-fication[名词后缀],"构成抽象名词，表示“...化”、“做...”、“使成为...”等意义，与动词后缀-fy相对应
beautification     美化
uglification       丑化
electrification     电气化
simplification     简（单）化
pacification      平定，绥靖
falsification      伪造
gasification      气化
certification      证明
typification       典型化
glorification      颂扬，赞美
intensification    加强
amplification      扩大
classification     分类
rectification      纠正，净化
purification      清洗，净化
fortification      筑城，设防
solidification     凝固，团结
Frenchification   法国化
",suffix
-fier[名词后缀],"由-fy+-er而成，表示“做...的人或物”、“使成...的人或物”
beautifier        美化者
glorifier         赞美者，颂扬者
pacifier         平定者
classifier        分类者
falsifier         伪造者
liquefier         液化器
amplifier         放大器，打音器
intensifier       增强器（剂）
certifier         证明者
simplifier        简化物
rectifier         改正者，整流器
",suffix
-fold[形容词及副词后缀],"表示...倍、...重
twofold          两倍，两重
threefole        三倍，三重
fourfold         四倍，四重
sevenfold       七倍，七重
tenfold          十倍，十重
hundredfold     百倍，百重
thousandfold    千倍，千重
manyfold        许多倍地
",suffix
-form[形容词后缀],"表示有...形状的、似...形状的
gasiform         气态的
cruciform        十字形的
cubiform        立方体形的
dentiform        牙齿形的
uniform         形状一样的
asbestiform      石棉状的
",suffix
-ful①[名词后缀],"加在名词之后，表示充满时的量
handful         一把，一把的量
spoonful       一匙的量
houseful       满屋，一屋子
armful         一抱
bagful          一满袋
drawerful       一抽屉
cupful          一满杯
mouthful       一口
dishful         一喋的量
boatful         一船所载的量
boxful         一满箱，一满盒
bellyful         一满腹
②[形容词后缀]
表示富有...的，充满...的，具有...性质的，易于...的，可...的
useful          有用的
fruitful          有结果的
hopeful         富有希望的
dreamful        多梦的
peaceful        和平的
powerful        有力的
sorrowful       悲哀的
changeful       多变化的
shameful        可耻的
fearful          可怕的
forgetful        易忘的
truthful         真实的
skillful          熟练的
doubtful        可疑的
careful         小心的
cheerful        快乐的
",suffix
-fy[动词后缀],"表示“...化”、“使成为...”、“变成...”、“做...”。它的对应名词后缀为-faciton或-fication
simplify         使简化
beautify         美化
uglify           丑化
satisfy         （使）满足
classify         把...分类
falsify          伪造
rarefy          使稀少
citify           使都市化
ladify          使成为贵妇人
intensify       加强，强化
glorify         颂扬，夸赞
electrify        电气化
gasify         （使）气化
purify          使洁净，净化
",suffix
-hood[名词后缀],"构成抽象名词，表示时期，情况，状态，性质，身份，资格等
childhood      童年
boyhood       少年时代
girlhood       少女时期
widowhood     守寡，孀居
neighborhood   邻居关系
manhood       成年
falsehood      谬误，不真实
bachelorhood   独身生活
likelihood       可能（性）
brotherhood     兄弟之道
motherhood     母性，母亲身份
fatherhood       父性，父亲身份
doghood        狗性
sisterhood      姐妹关系
",suffix
-i[形容词兼名词后缀],"表示属于某国的或某地区的，兼表某国的或某地区性的人或语言
Israeli           以色列的（人）
Iraqi            伊拉克的（人）
Yemeni         也门的（人）
Zanzibare       桑给巴尔的（人）
Hindustani      印度斯坦的（人、语）
Pakistani        巴基斯坦的（人）
Punjabi         旁遮普的（人、语）
",suffix
-ia[名词后缀],"表示情况、状态、总称及其他
differentia       差异
intelligentsia     知识界，知识分子（总称）
suburbia        郊区居民（总称）
battalia         战斗的陈列
juvenilia         少年文艺读物
fantasia         幻想曲
militia          民兵组织，民兵（总称）
utopia          乌托邦
adynamia       无力，衰弱，体力缺乏
ataxia          混乱，无秩序
regalia          王权，王位
",suffix
-ial[形容词后缀],"表示属于...的、具有...的、有...性质的
presidential       总统的
managerial       经理的
editorial          编辑的
adverbial         副词的
dictatorial         独裁的
monitorial        班长的
provincial         省的
special           空间的
facial            面部的
partial           部分的
agential          代理人的
commercial      商业的
differential       有差别的
racial            种族的
[注]有此以“ce”为结尾的词，加-ial后在拼写上有变化，即将“ce”改为“t”，如
experience→experiential  凭经验的
palace→palatial          宫殿（似）的
space→spatial           空间的
science→scientist        科学家
influence→influential      有影响的
residence→residential     居住的，住宅的
existence→existential     关于存在的
substance→substantial    物质的
confidence→confidential   极受信任的
",suffix
-ian①[形容词后缀],"表示属于某国的、某地的，某人的或某宗教的（可兼表示人或语言）
Egyptian        埃及的（人、语）
Mongolian      蒙古的（人、语）
Arabian         阿拉伯的（人）
Oceanian       大洋洲的（人）
Canadian       加拿大的（人）
Washingtonian   华盛顿市（州）的（人）
Shakespearian   莎士比亚的
United Statesian  美国的（人）
Parisian         巴黎的（人）
Athenian        雅典的（人）
Dickensian       狄更斯的
Newtonian       牛顿（学说）的
Christian        基督教的（徒）
②[名词后缀]
表示某种职业、地位或特征的人
grammarian     语法学家
historian        历史学家
guardian        守卫者
civilian          平民
collegian       高等学校学生
comedian       喜剧演员
tragedian       悲剧演员
lilliputian       矮子
",suffix
-ibility[名词后缀],"由ible+ity而成，构成抽象名词，表示“可...性”、“易...性”、“...性”、“可...”
sensibility      敏感性
receptibility     可接受性
resistibility      抵抗得住
corruptibility    易腐败性
flexibility       易曲性
convertibility    可变换性
conductibility    传导性
producibility     可生产
extensibility      可伸展性
perfectibility     可完成
digestibility      可消化性
accessibility     易接近性
",suffix
-ible[形容词后缀],"表示“可...的”、“能，，，”、“易...的”或具有某种性质的
sensible        可感觉的
recptible        可接受的
resistible        可抵抗的
corruptible      易腐败的
flexible         易弯曲的
convertible      可变换的
conductible     能（被）传导的
producible      可生产的
extensible      可伸展的
perfectible      可完成的
digestible       可消化的
accessible      可接近的
",suffix
-ibly[副词后缀],"由形容词后缀-ible转成，表示“可...地”、“...地”
sensibly        可感觉地
receptibly      可接受地
resistibly       可抵抗地
corruptibly      易腐败地
flexibly         易弯曲地
convertibly      可变换地
conductibly      能（被）传导地
producibly      可伸展地
extensibly       可完成地
digestibly       可消化地
accessibly       易接近地
",suffix
-ic①[形容词后缀],"表示“...的”
atomic         原子的
electronic      电子的
historic        有历史意义的
organic        器官的
poetic         诗的
Icelandic       冰岛的
hygienic        卫生的
basic          基本的
nucleonic      核子的
periodic       周期的
metallic        金属的
Germanic      德国的
angelic        天使（般）的
fluidic         液体性的
scenic        自然景色的
cubic         立方形的
magnetic      有磁性的
Byronic        拜伦诗风的
②[名词后缀]
1、表示人
critic          批评家，评论家
mechanic      技工，机械师
classic         古典作家
rustic         乡下人
cletic          牧师
sceptic        怀疑论者
Catholic       天主教徒
heretic        异教徒
2、表示“...学”、“...术”及其他抽象名词
logic          逻辑，伦理学
rhetoric       修辞学
arithmetic     算术
magic         魔术
topic          题目，论题
music         音乐
Arabic        阿拉伯语
epidemic      流行病
",suffix
-ical[形容词后缀],"由-ic+-al而成，表示“...的”
atomical       原子的
typical         典型的
organical      器官的
cubical        立方形的
spherical      球形的
academical    学院的
symbolical     象征（性）的
geometrical    几何学的
cyclical        循环的
poetical        诗的
",suffix
-ice[名词后缀],"1、构成抽象名词，表示行为、情况、性质
service         服务
justice          正义
cowardice      胆怯
malice          恶意
practice        实践
armistice       休战，停战
avarice         贪婪
caprice         反复无常
2、表示人
novice         初学者，新手
apprentice      学徒
",suffix
-ician[名词后缀],"表示精于某种学术的人、专家、能手或从事某种职业的人
musician        音乐家
mathematician   数学家
physician       内科医生
electrician       电工
academician    院士
logician         逻辑学家
beautician      美容师
technician       技术员
magician       魔术师
phonetician    语音学家
geometrician    几何学家
politician       政客，政治家
",suffix
-icity[名词后缀],"大多数由-ic+-ity而成，构成抽象名词，表示性质、情况、状态
simplicity       简单，简明
periodicity      周期性
historicity      历史性
publicity        公开（性）
domesticity    家居生活
centricity      中心，中央
sphericity      球状
atomicity      原子价，原子数
plasticity       可塑性
elasticity       弹性，弹力
",suffix
-ics[名词后缀],"表示“...。学”、“...术”
informatics      信息学
electronics      电子学
mechanics      机械学
politics         政治学
nucleonics      核子学
hygienics       卫生学
oceanics       海洋学
atomics         原子工艺学
drmatics        演剧技术
acrobatics      杂技
magnetics      磁学
astronautics     太空学
pedagogics     教育学
",suffix
-id[形容词后缀],"表示具有...性质的、如...的、含有...的
florid           如花的
splendid        逃煌的，华丽的
fervid           热烈的
lucid            透明的，明亮的
fluid            流动的
stupid          笨的
liquid           液体的，流动的
vivid           活泼的
timid            胆小的
placid           恬静的
",suffix
-ie[名词后缀],"1、表示小称及爱称
bridie          小鸟
doggie         小狗
piggie         小猪
girlie          姑娘（爱称）
lassie         小姑娘
dearie         亲爱的，宝贝儿
2、表示与...有关的人或物
roomie         住在同室的人
shortie         矮子
oldie           老人
toughie         粗野的人，恶棍
movie          电影
talkie           有声电影
nudie          裸体电影
sweetie        糖果
",suffix
-ier[名词后缀],"1、表示人（专做某种工作或从事某种职业的人）
cashier         出纳员
clothier         织布工人，布商
financier        财政家
hotelier         旅馆老板
haulier          拖曳者，运输工
courtier         朝臣
bombardier      炮手，投弹手
grenadier       掷手榴弹者
missilier         导弹专家
brigadier        旅长
brazier          黄铜匠
glazier          安装玻璃工人
2、表示物
barrier          障碍物，栅栏
frontier         边疆，边境
glacier          冰河，冰川
gaselier         煤气吊灯
",suffix
-ile①[形容词后缀],"表示属于...的、有...性质的、易于...的，可...的
merchantile       商人的，商业的
infantile          幼小的
insectile          昆虫的
contractile        可收缩的
retractile          能缩回的
sectile           可切开的
pulsatile          跳动的
servile           奴隶的，奴性的
expansile         可扩张的
extensile         可伸展的
juvenile           青少年的
fertile            肥沃的
fragile            易碎的
protractile         可伸出的
flexile            易弯曲的
②[名词后缀]
表示物
missile            导弹，发射物
projectile          抛射体，射弹
textile            纺织品
automobile        汽车
domicile          住宅，住处
",suffix
-ility[名词后缀],"由-il(e)+-ity而成，表示性质、状态、情况
servility          奴性，卑屈
fertility           肥沃
juvenility         年少
contractility       可收缩性
retractility        能缩回
agility            敏捷，轻快
fragility          易碎，脆性
mobility          易动性，可动性
sectility          可切性，可分性
ductility          延展性
",suffix
-ine①[形容词后缀],"表示属于...的、具有...的、如...的、有...性质的
elephantine      如象的
crystalline        结晶体的
infantine         幼儿（期）的
serpentine       蜿蜒如蛇的
adamantine      坚硬的
feminine         女性的
reverine         河流的，河边的
metalline        金属（性）的
nervine          神经的
asbestine        如石棉的
zebrine         班马的
saline           含盐的
②[名词后缀]
1、表示抽象名词
doctrine        教义，主义
discipline       纪律
famine         饥荒
rapine          抢劫，掠夺
medicine       医学，内科学
routine         程序，常规
cholerine       轻霍乱
2、表示人（多数表示女性）
heroine         女英雄
landgravine     伯爵夫人
libertine        放荡的人
concubine      妾，姘妇
3、表示药物名称及化学名词
tetracycline      四环素
caffeine         咖啡因
iodine           碘
vaseline         凡士林
antifebrine       退烧药
chlorine         氯
",suffix
-ing①[名词后缀],"1、构成抽象名词，表示行为、状态、情况及其他
learning         学问，学识
feeling          感觉
shopping        买东西
walking         步行，散步
farming         耕作
schooling       教育
teaching        教导
ageing         老化
sleeping        睡眠
swimming       游泳
shipping        装运
broadcasting    广播
2、表示...行业、...学、...术、...法
tailoring         裁缝业
shoemaking     制鞋业
banking         银行业，银行学
accounting      会计学，会计
hairdressing     理发业
bonesetting      正骨法
sailing           航海术，航法
boxing          拳术
3、表示总称及材料（与...有关之物，制...所有的材料）
clothing         衣服
hatting          制帽材料
bedding        床上用品
fleshing         肉色紧身衣
sacking         麻袋布
shirting         衬衫料
bagging         制袋用的材料
coating         上衣衣料
felting          制毡材料
4、表示某种行为的产物，为某种行为而用之物、与某种行为有关之物，与某种事物有关之物
building          建筑物，楼房
carving          雕刻物
holding          占有物
giving           给予物，礼物
colouring        颜料
winning         赢得物，锦标
filling           填充物，填料
legging          护腿，绑腿
footing          立足处，立足点
washing         待洗的衣服
②[形容词后缀]
表示“...的”、“正在...的”、“...着的”、“使...的”
changing        正在变化的
burning         燃烧的
fighting         战斗的
developing      发展中的
rising           上升的
encouraging     振奋人心的
surprising        使人惊讶的
exciting         使人兴奋的
growing         成长中的
falling           下降的
③[构成介词]
excepting        除...之外
regarding        关于
concerning      关于
failing           如果没有
during           在...期间
considering      考虑到，就...而论
",suffix
-ion[名词后缀],"1、构成抽象名词，表示行为、行为的过程或结果、情况、状态
discussion       讨论
inflation         通货膨胀
action           活动，作用，行为
progression      前进，行进
connection       连结
prediction        预言，预告
exhibition        展览会
election          选举
perfection        完整无缺
translation        翻译
correction        改正
expression       表达，表示
association      联系，协会
dismission       解雇，开除
prosession      占有，占用
completion       完成
2、表示物
medallion         大奖章
accordion         手风琴
falchion          弯形大刀
cushion           坐垫，靠垫
",suffix
-ior①[名词后缀],"表示人
warrior           勇士，战士
superior         上司，上级
inferior          低下的人，下级
savior            救助者，救星
senior           年长者，前辈
junior            年少者，晚辈
②[形容词后缀]
表示较...的、属于...的
anterior           较前的，先前的
posterior          较后的，后面的
exterior           外部的
interior            内部的
superior           优越的
inferior            次的，下等的
",suffix
-ious[形容词后缀],"表示属于...的、有...性质的、...的，同-ous
contradictious       相矛盾的
malicious           恶意的
laborious           勤劳的
spacious            宽敞的
rebellious           反叛的
curious             好奇的
burglarious          夜盗的
anxious             焦急的
contagious          传染的
specious            外观美丽的
",suffix
-ise[动词后缀],"同-ize，许多词具有-ise与-ize两种后缀形式
momorise=memorize
advertise=advertize
diplomatise=diplomatize
authorise=authorize
criticise=criticize
civilize=civilize
fertilise=fertilize
humanize=humanize
",suffix
-ish①[形容词后缀],"1、加在名词之后，表示如...的、似...的、有...性质的
childish          如小孩的
girlish           如小女的
womanish        女子气的
devilish          魔鬼似的
boyish           如男孩的
moonish         似月亮的
hellish           地狱似的
bookish          书生气的
foolish           愚蠢的，笨的
piggish          猪一样的
wolfish          狼似的
monkish         似僧的
slavish          奴隶般的
youngish        还年轻的
2、加在形容词之后，表示含有某种程序的、略...的、稍...的
coldish          略寒的，稍冷的
warmish         稍暖的
oldish           略老的，稍旧的
tallish           略高的
sweetish        略甜的
wettish          略湿的
greenish         略带绿色的
yellowish        微黄的
longish          略长的，稍长的
fattish           稍胖的
slowish          稍慢的
2、表示某国的或某民族的、兼表某国的语言
English          英国的，英语
Swedish         瑞典的，瑞典语
Spanish          西班牙的，西班牙语
Polish            波兰的，波兰语
Irish             爱尔兰的，爱尔兰语
Finnish          芬兰的，芬兰语
Turkish          土耳其的，土耳其语
Danish          丹麦的，丹麦语
②[动词后缀]
表示做...、致使...、造成...、成为...
nourish          滋养，养育
establish         设立，建造
flourish          繁荣，兴旺
improverish      使穷困
diminish          使缩小，变小
vanish           消逝
publish          公布
finish            结束
",suffix
-ism[名词后缀],"1、表示“...主义”
materialism      唯物主义
idealism         唯心主义
imperialism      帝国主义
splittism         分裂主义
adventurism      冒险主义
extremism       极端主义
realism          现实主义
pessimism       悲观主义
optimism         乐观主义
capitalism        资本主义
opportunism     机会主义
expansionism     扩张主义
2、表示宗教
Islamism         伊斯兰教
Moslemism       清真教，回教
Mohammedanism  回教
Hinduism         印度教
quietism          寂静教
Buddhism        佛教
Taoism          （中国的）道教
Confucianism    （中国的）儒教
Lamaism         喇嘛教
Catholicism       天主教
Shintoism       （日本）神道教
Judaism          犹太教
3、表示语言、语风
commercialism     商业用语
provincialism       方言，土语
colloquialism       口语
archaism          古语，古风
Scotticism         苏格兰方言
Americanism       美国用语
Londonism         伦敦语调
Latinism            拉丁语风，语法
Turkism           土耳其语风
euphemism        婉言，婉词
4、表示风格、特征
Asiaticism          亚洲风格
orientalism         东方风格
Grecism           希腊风格
Germanism        德意志风格
Slavism            斯拉夫族风格
occidentalism      西方人特征
5、表示行为、现象
escapism         逃避现实
me-tooism        附和，人云亦云
simplism          片面看问题，过分简单化
Methodism        墨守成规
volcanism         火山活动
loyalism          效忠
criticism          批评
tourism           旅游，观光
baptism           洗礼
ageism           对老年人的歧视
sexism           性别歧视
devilism          魔鬼似的行为
parasitism        寄生现象
brigandism        土匪行为
6、表示“...学”、“...术”、“...论”、“...法”
magnetism        磁学
spiritism          招魂术
historicism        历史循环论
know-nothingism   不可知论
exceptionalism    例外论
fatalism           宿命论
phoneticism       音标表音法
pedagogism       教授法
stimulism          兴奋疗法
atomism          原子论
7、表示学术、文艺上的“...派”
modernism       现代派
cubism          （艺术的）立体派
futurism         未来派
impressionism    印象派
abstractionism    抽象派
purism           纯粹派
structurism       结构派
Platonism        柏拉图学派
Socratism        苏格拉底学派
expressionism    表现派
8、表示某种特性
insularism        岛国性质
humanism       人性
brutalism        兽性
globalism        全球性
diehardism      顽固
foreignism       外国风俗习惯
professionalism   职业特性
antagonism       对抗性
absurdism       荒唐性
9、表示情况、状态
gigantism         巨大畸形
barbarism        野蛮状态
bachelorism      独身
alienism         华侨身份
dwarfism        矮小
secdigitism      六指（趾）
androgynism     半男半女
invalidism        久病，伤残
10、表示制度
multiparism       多党制
federalism        联邦制
parliamentarism   议会制
centralism        中央集权制
landlordism       地方所有制
protectionism     保护贸易制
11、表示疾病名称
deaf-mutism      聋哑症
rheumatism      风湿症
alcoholism       酒精中毒症
morphinism      吗啡中毒症
iodism           碘中毒症
albinism         白化病
12、其他
patriotism        爱国心
organism        有机体
mechanism       机械装置
journalism        新闻业
progressivism     进步人士的政见
",suffix
-ist①[名词后缀],"1、表示某种主义或某种信仰者
communist        共产主义者
socialist          社会主义者
nationalist         民族主义者
collectivist         集体主义者
materialism       唯物主义者
maturalist         自然主义者
imperialist        帝国主义者
extremist          极端主义者
2、表示从事某种职业的人、从事某种研究的人、与某事物有关的人
aritist            艺术家
scientist         科学家
typist            打字员
novelist          小说家
violinist          小提琴手
physicist         物理学家
dentist           牙科医生
tobacconist       烟草商人
chemist          化学家
copyist          抄写员
motorist         驾驶汽车者
druggist         药商，药剂师
moralist         道德家
progressist       进步分子
②[形容词后缀]
表示...主义的
communist       共产主义的
socialist          社会主义的
Marxist          马克思主义的
materialist        唯物主义的
nationalist        民族主义的
capitalist         资本主义的
",suffix
-ister[名词后缀],"表示人
palmister         看手相者
chorister         合唱者
sophister        诡辩家
",suffix
-istic[形容词后缀],"复合后缀，由-ist+-ic而成，表示关于...的、属于...的、有...性质的、...主义的、...论的（参见-istical）
colouristic       色彩的
simplistic        过分简单化的
humoristic       幽默的
idealistic         唯心论的
futuristic         未来的
fatalistic         宿命论的
artisitic          艺术的
humanistic       人道主义的
realistic          现实主义的
antagonistic      敌对的
characteristic     表示特性的
novelistic         小说的
",suffix
-istical[形容词后缀],"复合后缀，由-ist+-ie+-al而成，表示“...的”。有些词兼有-istic和-istical两种后缀形式
artistical         艺术的
atomistical       原子论的
idealistical       唯心论的
theisitcal        有神论的
antagonistical    敌对的
Buddbistical     佛教的
egoistical        利已主义的
linguistical       语言学的
",suffix
-it[名词后缀],"1、表示人
bandit           匪徒
hermit           隐士
Jesuit           耶稣会会员
2、表示抽象名词
spirit            精神，气概
unit             单位，单元
credit           信用，信任
summit          顶点，最高层
pursuit          追赶，追求
plaudit           喝采，赞扬
deficit            亏空，赤字
orbit             轨道
",suffix
-ite①[名词后缀],"表示人
suburbanite      郊区居民
socialite         社会名流，名人
Tokyoite         东京市民
Muscovite        莫斯科人
computerite      计算机人员
Yemenite        也门人
Islamite          伊斯兰教徒
Israelite          以色列人
Labourite         工党赏员
favorite          喜爱的人
bedlamite        精神病人
negroite          同情黑人者
②[形容词后缀]
表示具有...性质的
partite            分成若干部分的
composite        合成的
opposite          对立的，对面的
exquisite          精美的，精致的
definite           明确的，一定的
polite             文雅的
erudite           博学的
③[动词后缀]
表示做...、作成...
unite             联合，统一
expedite          加快，促进
ignite             点燃，点火
",suffix
-ition[名词后缀],"1、表示行为、行为的过程或结果、由行为而产生的事物
supposition       想象，推测
proposition       提议
oppsition         反对，反抗
expositon        暴露
composition       组成（物），作文
competition       比赛，竞争
addition           附加，附加物
imbibition         吸入，吸收
partition          分开，分隔
recognition       认出，承认
2、表示情况，状态
audition           听觉，听力
erudition          博学
inanition           空虚
dentition          出牙
deglutition         吞咽困难
perdition          毁灭，沉沦
",suffix
-itious[形容词后缀],"表示有...性质的，属于...的、具有...的，意义与-ous同
suppositious       想象的，假定的
cementitious       水泥的
adventitious        外来的，偶然的
factitious          人为的
expeditious        急速的
nutritious          有营养的
fictitious           虚构的
",suffix
-itive[形容词后缀],"表示“...的”，意义同-ive
compositive        合成的，组成的
suppositive         想象的，假定的
additive            添加的
sensitve            敏感的
competitive         比赛的，竞争的
partitive            区分的，分隔的
punitive            惩罚性的
definitive           决定的，确定的
primitive            原始的，简单的
",suffix
-itor[名词后缀],"表示人
servitor            侍从，男仆
compositor         排字工人
progenitor          祖先
janitor              看门人
competitor          比赛者，竞争者
expositor           讲解者，说明者
",suffix
-itude[名词后缀],"构成抽象名词，表示情况、性质、状态、事物
correctitude         端正
exactitude          正确（性）
promptitude         敏捷，迅速
amplitude          广阔，广大
aptitude            聪明，颖悟
solitude           孤独，孤寂
plenitude          充足，丰富
servitude           奴隶状态，奴役
similitude          相似，类似
longitude           经度
latitude            纬度
gratitude           感激，感谢
",suffix
-ity[名词后缀],"构成抽象名词，表示性质、情况、状态及其他，与-ty同
speciality          特性，特长
humanity          人性，人类
equality           平等，均等
reality             现实，真实
futurity            将来，未来
modernity         现代性
mutuality          相互关系
perplexity         困惑
fluidity            流动性
familiarity         熟悉，通晓
popularity         通俗，平易
complexity        复杂性
generality         一般（性）
extremity         极端，极度
fixity             固定性
immensity        广大，巨大，无限
",suffix
-ive①[形容词后缀],"表示有...性质的、有...作用的、有...倾向的、属于...的
educative         有教育作用的
protective         保护的，防护的
impressive         印象深刻的
preventive         预防的
purposive         有目的的
resistive           抵抗的
creative            创造性的
progressive        进步的
amusive           娱乐的
productive         生产（性）的
constructive        建设（性）的
attractive          有吸引力的
selective          选择的
expensive         花钱多的
②[名词后缀]
1、表示人
detective          侦探，密探
native             本地人，土人
relative            亲戚
representative      代表
progressive        进步人士
executive          执行者
2、表示物
locomotive         火车头，机车
explosive          炸药，爆炸物
directive           指令
adhesive           胶粘剂
anticorrosive       防腐蚀剂
preventive         预防药
olive              橄榄（树）
3、构成抽象名词
motive             动机
offensive          攻势
subjunctive        虚拟语气
initiative           主动
perspective        透视，眼力
alternative          取舍，抉择
",suffix
-ivity[名词后缀],"复合后缀，由-iv(e)+-ity而成，构成抽象名词，表示情况、状态、“...性”、“...力”
productivity         生产能力，生产率
resitivity            抵抗力，抵抗性
activity             活动性，活动
conductivity         传导性
selectivity           选择（性）
crativity            创造力
collectivity           集体（性）
relativity            相关性
expressivity         善于表达
captivity            被俘
",suffix
-ization[名词后缀],"复合后缀，由-iz(e)+-ation而成，表示行为的过程或结果，“...化”，与动词后缀-ize相对应
modernization        现代化
industrialization       工业化
mechanization       机械化
normalization        政党化
revolutionization     革命化
realization           实现
economization       节约，节省
centralization         集中
popularization        普及，推广
organization         组织，团体
",suffix
-ize[动词后缀],"表示“...化”、照...样子做、按...方式处理，变成...状态，使成为...，与名词后缀-ization相对应
modernize         （使）现代化
industrialize        （使）工业化
mechanize         （使）机械化
normalize          （使）正常化
organize            组织
realize              实现
economize          节约，节省
centralize          （使）集中
popularize          使普通，推广
revolutionize       （使）革命化
",suffix
-kin[名词后缀],"表示小
ladykin             小妇人
lambkin            羔羊
princekin           小君主，幼君
pannikin           小盘，小平锅
manikin             矮子，侏儒
devilikin            小魔鬼
cannikin            小罐
napkin              揩嘴布，餐布
",suffix
-le①[动词后缀],"1、表示反复、连续及拟声动作
winkle            闪烁，闪耀
twinkle           闪烁，闪耀
wriggle           蠕动，扭动
joggle            轻摇
jingle             作丁当响
tinkle             发丁当声
sizzle            发咝咝声
gurgle            发咯咯声
2、将形容词或名词变成动词
darkle            变暗
speckle           使弄上斑点
sparkle           发火花
handle            拿，搬弄，操纵
②[名词后缀]
表示做某种动作时所使用的东西
thimble          顶针（thimb=thumb拇指）
shuttle          织布梭（shut=shoot抛出）
stopple          塞子
spindle          纺纱锭子（spin纺）
handle          柄，把手
girdle           带，腰带
",suffix
-less[形容词后缀],"表示“无...的”、“不...的”
homeless        无家可归的
useless          无用的
hopeless        无希望的
colourless       无色的
waterless        无水的，干的
rootless         无根的
jobless          无职业的
shameless       无耻的
sleepless        不眠的
tireless          不倦的
ceaseless        不停的
countless        数不清的
fruitless          不结果实的
regardless       不注意的
restless          不休息的
changeless       不变的
",suffix
-let[名词后缀],"表示小
booklet           小册子
houselet          小房子
starlet            小星
townlet           小镇
piglet             小猪
rootlet            小根，细根
droplet            小滴，飞沫
cloudlet           小杂云
playlet             小型剧
filmlet             短（电影）片
bomblet           小型炸弹
lakelet             小湖
leaflet             小叶
statelet            小国家
springlet          小泉
streamlet          小溪
dovelet            幼鸽
hooklet            小钩子
kinglet            小国王，小王
chainlet            小链子
",suffix
-like[形容词后缀],"表示如...的、有...性质的
dreamlike         如梦的
steellike          钢铁般的
childlike          孩子般天真的
warlike           好战的，军事的
godlike           上帝般的
princelike        王子般的
manlike           有男子气概的
womanlike        女人似的
fatherlike         父亲般的
motherlike         母亲般的
stralike           象星一样的
springlike         如春的
",suffix
-ling①[名词后缀],"1、表示小
birdling           小鸟，幼鸟
catling            小猫
pigling            小猪
wolfling           小狼，狼崽
duckling          小鸭
gosling            小鹅
seedling          幼苗，籽苗
princeling         小君主
2、表示与某种事物（或情况）有关的人或动物、具有某种性质的人或动物
starveling         饥饿的人
weakling          体弱的人
hireling           被雇的人
underling         部下，下属
nurseling         乳婴，乳儿
suckling          乳儿，乳兽
fondling          被宠爱者
witling           假装聪明的人
earthling          世人，凡人，俗人
fingerling         一指长的小鱼
cageling          笼中鸟
yearling           一岁的动物
firstling           初产的动物
fatling            养肥备宰的幼畜
worldling         凡人，世俗之徒
youngling         年轻人，幼小，动物，幼苗
②[形容词及副词后缀]
表示状态
darkling           在黑暗中（的）
sideling           斜向一边（的）
",suffix
-logical[形容词后缀]亦作-logic,"表示“...学的”、由-log(y)+-ic+-al而成
biological          生物学（上）的
oceanological      海洋学的
geological         地质学的
climatological      气候学的
zoological         动物学的
phiological        语言学的
technological       细菌学的
bacteriological     细菌学的
",suffix
